,NewsOrg,Tweets,Time,Compound Score,Positive Score,Negative Score,Neutral Score
126,CBS,Where better to spend #StPatricksDay than the place everybody knows your name? It’s just your luck that every singl… https://t.co/Fom5wmdENL,Sat Mar 17 14:00:03 +0000 2018,0.7096,0.247,0.0,0.753
127,CBS,Stars @JakeMcDorman and Nik Dodani will join the cast in the upcoming revival of Murphy Brown coming to CBS.… https://t.co/JCAx29lo0i,Fri Mar 16 22:53:21 +0000 2018,0.296,0.104,0.0,0.896
128,CBS,"RT @thegoodfight: Go behind the scenes with costume designer @DanLawsonStyle in ""Behind The Style,"" a new weekly video series all about the…",Fri Mar 16 18:15:53 +0000 2018,0.0,0.0,0.0,1.0
129,CBS,The games have just begun! Continue to stream First Round games LIVE today with a FREE trial of CBS All Access:… https://t.co/YTGsJ48zYP,Fri Mar 16 16:28:40 +0000 2018,0.6514,0.178,0.0,0.822
130,CBS,"RT @TheTalkCBS: You asked, we answered! The fun never ends when the ladies #KeepTalking and answer your fan questions 🗣💬➡️ https://t.co/ie1…",Thu Mar 15 17:54:06 +0000 2018,0.7088,0.237,0.0,0.763
131,CBS,RT @instinctcbs: Dr. Dylan Reinhart is lured back into the field from his life of quiet academia when a certain serial killer makes things…,Thu Mar 15 17:20:26 +0000 2018,-0.4939,0.077,0.157,0.766
132,CBS,Stream First Round games LIVE today starting at 12PM ET with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/vZow3YD8cb,Thu Mar 15 16:42:41 +0000 2018,0.6514,0.194,0.0,0.806
133,CBS,RT @CBSSports: It's the most wonderful time of the year. #MarchMadness https://t.co/e4c9qohqSR,Thu Mar 15 14:32:16 +0000 2018,0.6115,0.266,0.0,0.734
134,CBS,"Give these ladies some love! @Lauren_Alaina, @DBradbery, @carlypearce, and @RaeLynn are nominated for New Female Vo… https://t.co/IVhwURfJ3S",Wed Mar 14 19:30:01 +0000 2018,0.6696,0.219,0.0,0.781
135,CBS,"RT @ManWithAPlan: Hungry for more #ManWithAPlan bloopers and behind-the-scenes videos featuring cast like @matt_leblanc, @thelizasnyder, @k…",Tue Mar 13 18:48:52 +0000 2018,0.3612,0.143,0.0,0.857
136,CBS,"Music stars @MileyCyrus, @edsheeran, @ladygaga, and more will honor the legendary @eltonofficial and his hit songs… https://t.co/UzxARCCLnI",Tue Mar 13 14:15:10 +0000 2018,0.539,0.179,0.0,0.821
137,CBS,RT @thegoodfight: The verdict is in. The new season of #TheGoodFight is 🔥🔥🔥! Stream it now on CBS All Access: https://t.co/FkYSNSXlRb https…,Mon Mar 12 18:13:28 +0000 2018,0.2244,0.083,0.0,0.917
138,CBS,"RT @MadamSecretary: In less than an hour, #MadamSecretary's Keith Carradine will be taking over the @MadamSecretary Twitter page! Tweet alo…",Mon Mar 12 01:20:43 +0000 2018,0.0,0.0,0.0,1.0
139,CBS,RT @DierksBentley: Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post for a…,Fri Mar 09 22:48:26 +0000 2018,0.4926,0.117,0.0,0.883
140,CBS,"RT @MomCBS: If you missed guest star @KChenoweth in the latest episode of #Mom, not to worry! Watch now: https://t.co/RlvXoGOZ0l https://t.…",Fri Mar 09 22:24:20 +0000 2018,0.1275,0.113,0.092,0.795
141,CBS,"Give a round of applause to @KelseaBallerini, @MirandaLambert, @Reba, @MarenMorris, and @CarrieUnderwood, the five… https://t.co/Ncp1BTXx6N",Fri Mar 09 21:10:21 +0000 2018,0.4215,0.177,0.0,0.823
142,CBS,"RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…",Fri Mar 09 18:27:28 +0000 2018,0.8658,0.447,0.0,0.553
143,CBS,RT @BlueBloods_CBS: Even stand-up guys fall down sometimes. #BlueBloods is new tonight at 10/9c! https://t.co/UOlDm22wWW,Fri Mar 09 16:02:27 +0000 2018,0.0,0.0,0.0,1.0
144,CBS,Today and every day we celebrate the women in our lives who empower and inspire us. Share a story about an influent… https://t.co/9rVtqrElvT,Thu Mar 08 18:00:49 +0000 2018,0.8625,0.336,0.0,0.664
145,CBS,Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post… https://t.co/7ShhvE48zy,Thu Mar 08 17:03:04 +0000 2018,0.4926,0.132,0.0,0.868
146,CBS,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. 🔥 Here's what critics are saying about #TheGoodF…",Wed Mar 07 18:39:10 +0000 2018,-0.2023,0.15,0.23,0.619
147,CBS,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4",Wed Mar 07 17:06:02 +0000 2018,0.0,0.0,0.0,1.0
148,CBS,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg",Tue Mar 06 18:10:59 +0000 2018,0.6705,0.244,0.0,0.756
149,CBS,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s",Mon Mar 05 22:16:43 +0000 2018,0.3818,0.167,0.0,0.833
150,CBS,"RT @thegoodfight: It feels good to be back. 👠💄🔥 The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…",Sun Mar 04 08:05:26 +0000 2018,0.4404,0.116,0.0,0.884
151,CBS,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…",Sat Mar 03 20:55:20 +0000 2018,0.0,0.0,0.0,1.0
152,CBS,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes",Fri Mar 02 22:30:01 +0000 2018,0.7096,0.247,0.0,0.753
153,CBS,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3",Fri Mar 02 20:30:01 +0000 2018,0.7096,0.282,0.0,0.718
154,CBS,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO",Fri Mar 02 18:45:00 +0000 2018,0.4939,0.151,0.0,0.849
155,CBS,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,Thu Mar 01 18:59:01 +0000 2018,-0.6981,0.0,0.21,0.79
156,CBS,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",Thu Mar 01 18:12:57 +0000 2018,0.4547,0.159,0.092,0.749
157,CBS,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,Thu Mar 01 18:11:50 +0000 2018,0.8591,0.538,0.0,0.462
158,CBS,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,Thu Mar 01 18:10:50 +0000 2018,0.4885,0.234,0.151,0.615
159,CBS,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",Thu Mar 01 14:36:21 +0000 2018,0.5994,0.178,0.0,0.822
160,CBS,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…",Thu Mar 01 14:29:20 +0000 2018,0.7717,0.325,0.0,0.675
161,CBS,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",Thu Mar 01 14:15:29 +0000 2018,0.6908,0.275,0.0,0.725
162,CBS,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",Thu Mar 01 13:50:11 +0000 2018,0.0,0.0,0.0,1.0
163,CBS,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,Thu Mar 01 01:04:52 +0000 2018,0.0,0.0,0.0,1.0
164,CBS,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",Wed Feb 28 19:56:58 +0000 2018,0.0,0.0,0.0,1.0
165,CBS,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",Wed Feb 28 19:08:30 +0000 2018,0.4404,0.116,0.0,0.884
166,CBS,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,Tue Feb 27 03:23:47 +0000 2018,0.5562,0.152,0.0,0.848
167,CBS,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",Mon Feb 26 22:50:32 +0000 2018,0.0,0.0,0.0,1.0
168,CBS,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",Mon Feb 26 21:08:30 +0000 2018,0.0,0.0,0.0,1.0
169,CBS,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! 💻 You can be…",Mon Feb 26 19:53:41 +0000 2018,0.4482,0.105,0.0,0.895
170,CBS,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,Mon Feb 26 18:32:36 +0000 2018,0.784,0.266,0.0,0.734
171,CBS,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…,Mon Feb 26 18:20:16 +0000 2018,0.9359,0.429,0.0,0.571
172,CBS,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",Mon Feb 26 16:53:56 +0000 2018,-0.5423,0.0,0.184,0.816
173,CBS,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",Mon Feb 26 16:52:01 +0000 2018,0.0,0.0,0.0,1.0
174,CBS,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",Mon Feb 26 16:17:55 +0000 2018,0.0,0.0,0.0,1.0
175,CBS,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",Mon Feb 26 01:12:32 +0000 2018,0.7644,0.231,0.0,0.769
176,CBS,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,Sun Feb 25 21:51:32 +0000 2018,0.0,0.0,0.0,1.0
177,CBS,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",Sun Feb 25 21:51:22 +0000 2018,0.0,0.0,0.0,1.0
178,CBS,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…,Fri Feb 23 18:15:40 +0000 2018,0.5093,0.155,0.0,0.845
179,CBS,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",Thu Feb 22 19:26:52 +0000 2018,0.0,0.0,0.0,1.0
180,CBS,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,Wed Feb 21 19:20:04 +0000 2018,0.0,0.0,0.0,1.0
181,CBS,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",Wed Feb 21 18:19:25 +0000 2018,0.6808,0.248,0.0,0.752
182,CBS,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",Tue Feb 20 19:55:19 +0000 2018,0.4404,0.116,0.0,0.884
183,CBS,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",Tue Feb 20 17:58:18 +0000 2018,-0.4019,0.0,0.119,0.881
184,CBS,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,Tue Feb 20 17:39:51 +0000 2018,0.3612,0.128,0.0,0.872
185,CBS,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",Sat Feb 17 01:07:20 +0000 2018,0.6124,0.227,0.0,0.773
186,CBS,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",Fri Feb 16 18:42:43 +0000 2018,0.3182,0.108,0.0,0.892
187,CBS,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",Fri Feb 16 17:48:20 +0000 2018,0.68,0.248,0.0,0.752
188,CBS,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ❤️ Happy #ValentinesDay! https://t.co/poEejI4AnC,Wed Feb 14 19:23:27 +0000 2018,0.8619,0.466,0.0,0.534
189,CBS,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",Tue Feb 13 20:03:56 +0000 2018,0.0,0.0,0.0,1.0
190,CBS,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",Tue Feb 13 18:54:52 +0000 2018,0.7506,0.252,0.0,0.748
191,CBS,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,Mon Feb 12 18:49:45 +0000 2018,0.0,0.0,0.0,1.0
192,CBS,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,Mon Feb 12 01:32:33 +0000 2018,0.0,0.0,0.0,1.0
193,CBS,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,Fri Feb 09 00:50:01 +0000 2018,0.8478,0.304,0.0,0.696
194,CBS,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,Thu Feb 08 16:09:35 +0000 2018,-0.5859,0.0,0.186,0.814
195,CBS,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…",Wed Feb 07 18:35:19 +0000 2018,0.0516,0.066,0.0,0.934
196,CBS,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z",Wed Feb 07 16:17:48 +0000 2018,0.5574,0.312,0.152,0.536
197,CBS,"RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…",Tue Feb 06 22:21:39 +0000 2018,0.0,0.0,0.0,1.0
198,CBS,"RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…",Tue Feb 06 17:05:49 +0000 2018,0.0772,0.121,0.106,0.773
199,CBS,"RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…",Sun Feb 04 15:35:36 +0000 2018,0.0,0.0,0.0,1.0
200,CNN,"Stormy Daniels interview adds to ""60 Minutes"" legacy of big hits https://t.co/q5LxP4G2ku https://t.co/IXtljm6IP9",Sun Mar 25 22:00:08 +0000 2018,0.0,0.0,0.0,1.0
201,CNN,Facebook's Zuckerberg says sorry in full-page newspaper ads https://t.co/uchVl0f1EI https://t.co/VkKlB7VzmQ,Sun Mar 25 21:45:11 +0000 2018,-0.0772,0.0,0.126,0.874
202,CNN,A conservative media executive who is close with President Trump said the President told him Saturday he expects mo… https://t.co/syUiXUZP4i,Sun Mar 25 21:30:11 +0000 2018,0.0,0.0,0.0,1.0
203,CNN,President Trump's attorney says husband-and-wife legal team Joseph diGenova and Victoria Toensing won't join legal… https://t.co/fTlnDqJ4Bf,Sun Mar 25 21:15:04 +0000 2018,-0.0997,0.086,0.109,0.805
204,CNN,"Everything you need to know ahead of Stormy Daniels' ""60 Minutes"" interview https://t.co/9goGs0LO3J https://t.co/xJ0RDRT1GW",Sun Mar 25 21:03:28 +0000 2018,0.0,0.0,0.0,1.0
205,CNN,Monégasque racing driver Charles Leclerc impresses on debut in Australia https://t.co/lR1qvWSlYn https://t.co/KmYSAA2JVX,Sun Mar 25 20:45:06 +0000 2018,0.4767,0.22,0.0,0.78
206,CNN,Wisconsin students take gun reform fight to House Speaker Paul Ryan's hometown https://t.co/jpKPV0Lm5p https://t.co/wsP3WVHlcH,Sun Mar 25 20:30:04 +0000 2018,-0.6124,0.0,0.294,0.706
207,CNN,"Renaissance popes like Rodrigo Borgia made incredible cultural advancements, but at what cost? The price of progres… https://t.co/GnxJ683r5B",Sun Mar 25 20:15:19 +0000 2018,0.1901,0.093,0.0,0.907
208,CNN,The key players in the Stormy Daniels scandal https://t.co/4k8CTDlFVi https://t.co/gOFDXmglmx,Sun Mar 25 20:00:07 +0000 2018,-0.4404,0.0,0.244,0.756
209,CNN,What happens when the world's two biggest economies turn on each other https://t.co/kGu99fYZvv https://t.co/JgzxQmVohv,Sun Mar 25 19:45:03 +0000 2018,0.0,0.0,0.0,1.0
210,CNN,Cabinet wives swept up in secretaries' woes https://t.co/gRHqqfoIly https://t.co/zlGvUYxnQS,Sun Mar 25 19:30:07 +0000 2018,-0.4404,0.0,0.266,0.734
211,CNN,"Mark Warner, the top Democrat on the Senate Intelligence Committee, says Mark Zuckerberg needs to testify about Fac… https://t.co/QZBstaZDg1",Sun Mar 25 19:15:05 +0000 2018,0.5994,0.224,0.0,0.776
212,CNN,"""I hope. ... they know that there is light at the end of the tunnel.""

CNN's Ed Lavandera followed a group of survi… https://t.co/OOo7eRjDKZ",Sun Mar 25 19:15:00 +0000 2018,0.4404,0.116,0.0,0.884
213,CNN,"Ohio Gov. John Kasich says politicians ""should be held absolutely accountable at the ballot box"" for their inaction… https://t.co/KHTlD7iUuh",Sun Mar 25 19:01:24 +0000 2018,0.0,0.0,0.0,1.0
214,CNN,"A driver's dramatic rescue from his SUV was caught on camera as floodwaters came rushing through Santa Clarita, Cal… https://t.co/vP9wOndR4x",Sun Mar 25 18:45:48 +0000 2018,0.5106,0.155,0.0,0.845
215,CNN,The marching students wowed this security mom https://t.co/nRBizoN4s5 | via @CNNOpinion https://t.co/OVjQzh5nq9,Sun Mar 25 18:30:10 +0000 2018,0.7469,0.414,0.0,0.586
216,CNN,Why the Stormy Daniels interview should scare Republicans https://t.co/z6li30k8qv | via @CNNOpinion https://t.co/tIcn4gfX6Q,Sun Mar 25 18:15:53 +0000 2018,-0.4939,0.0,0.225,0.775
217,CNN,"A day after March for Our Lives, the Pope urges youth to speak out https://t.co/MZxgyIY78e https://t.co/ntsRpwZN3L",Sun Mar 25 18:00:07 +0000 2018,0.0,0.0,0.0,1.0
218,CNN,"""(President Trump) is either lying or he is completely delusional."" Democratic Sen. Tim Kaine says Trump's blaming… https://t.co/faQhA18ng9",Sun Mar 25 17:46:03 +0000 2018,-0.5267,0.0,0.167,0.833
219,CNN,"""If keeping our children's safe was truly Trump's 'top priority,' why did he play golf instead of attend the March… https://t.co/wt25Y1iJoZ",Sun Mar 25 17:30:10 +0000 2018,0.8402,0.37,0.0,0.63
220,CNN,"What we know about Emma Gonzalez, the fiercely outspoken teen who stunned America with her silence… https://t.co/KqUj4NlgjT",Sun Mar 25 17:15:14 +0000 2018,-0.1027,0.0,0.08,0.92
221,CNN,"Ohio Gov. John Kasich says politicians ""should be held absolutely accountable at the ballot box""… https://t.co/543rARLzMr",Sun Mar 25 17:00:08 +0000 2018,0.0,0.0,0.0,1.0
222,CNN,"Russia in the headlines, and a tense meeting between world leaders about nuclear disarmament. Are the events of 196… https://t.co/PT4S6W2dmN",Sun Mar 25 16:45:23 +0000 2018,-0.34,0.0,0.118,0.882
223,CNN,"The Austin bomber called himself a ""psychopath"" in his confession video https://t.co/7h52eBFkiP https://t.co/umrIxGQrnh",Sun Mar 25 16:31:03 +0000 2018,0.0,0.0,0.0,1.0
224,CNN,"Former Brexit volunteer alleges campaign ""cheated"" https://t.co/fCxTXOTDNK https://t.co/60a1wBlFba",Sun Mar 25 16:24:06 +0000 2018,0.0,0.0,0.0,1.0
225,CNN,A new heroine is flying alongside Wonder Woman and Superman to pull Puerto Rico through hurricane Maria's aftermath… https://t.co/w4mdgO6vMm,Sun Mar 25 16:00:24 +0000 2018,0.5719,0.179,0.0,0.821
226,CNN,A former cancer patient is now a doctor at the hospital that helped her survive https://t.co/QpZ6HqzylV https://t.co/xWPV9fs5Vz,Sun Mar 25 15:30:07 +0000 2018,-0.6597,0.0,0.239,0.761
227,CNN,These New York police officers were outnumbered in this adorable snowball fight https://t.co/heByQBkT9a,Sun Mar 25 15:01:34 +0000 2018,0.2846,0.216,0.15,0.634
228,CNN,"There has been, on average, 1 school shooting every week this year https://t.co/WOw2gtl9hc https://t.co/CU9U4yCMhP",Sun Mar 25 14:30:12 +0000 2018,0.0,0.0,0.0,1.0
229,CNN,This robotic fish is designed to swim near real aquatic creatures and spy on them without raising suspicions or dis… https://t.co/RNhdKMTc4A,Sun Mar 25 14:00:00 +0000 2018,0.2755,0.095,0.0,0.905
230,CNN,About half of all plants and animals in 35 of the world's most biodiverse places are at risk of extinction due to c… https://t.co/eZuNKpx4rK,Sun Mar 25 13:30:11 +0000 2018,-0.2732,0.0,0.084,0.916
231,CNN,Ohio Gov. John Kasich on former California Gov. Arnold Schwarzenegger calling for him to run for president in 2020:… https://t.co/UTWxFZYmcM,Sun Mar 25 13:29:37 +0000 2018,0.0,0.0,0.0,1.0
232,CNN,"Ohio Gov. John Kasich says incoming national security adviser John Bolton should understand that ""America ""cannot b… https://t.co/KDokXGRpna",Sun Mar 25 13:26:57 +0000 2018,0.34,0.124,0.0,0.876
233,CNN,"Ohio Gov. John Kasich on the March For Our Lives protests: “If they do not bring about change, I think people shoul… https://t.co/OILRSi8KRs",Sun Mar 25 13:26:14 +0000 2018,-0.2263,0.0,0.083,0.917
234,CNN,"“He is either lying or he is completely delusional,” Sen. Tim Kaine says of President Trump blaming Democrats for f… https://t.co/6r895RQPep",Sun Mar 25 13:21:56 +0000 2018,-0.765,0.0,0.258,0.742
235,CNN,Sen. Tim Kaine questions if President Trump’s new pick for national security adviser can get a security clearance:… https://t.co/RH2ORJTpW6,Sun Mar 25 13:11:48 +0000 2018,0.5859,0.231,0.0,0.769
236,CNN,"""The activism of these young people is actually changing the equation ... they're not going away,"" Sen. Tim Kaine s… https://t.co/LoTcR2u12c",Sun Mar 25 13:08:39 +0000 2018,0.0,0.0,0.0,1.0
237,CNN,An animatronic T .rex went up in flames at this dinosaur park in Colorado. The park says the blaze was caused by el… https://t.co/3Xs9dMEKY5,Sun Mar 25 13:00:50 +0000 2018,0.0,0.0,0.0,1.0
238,CNN,"""Black Panther"" is the the most-tweeted about movie of all time, Twitter says https://t.co/Ffh5z9Chys https://t.co/2hhcrpczIX",Sun Mar 25 12:30:03 +0000 2018,0.0,0.0,0.0,1.0
239,CNN,A Tennessee man who was wrongfully imprisoned for 31 years and initially given $75 to start over has been awarded $… https://t.co/Xxitou66Jv,Sun Mar 25 12:00:05 +0000 2018,-0.0772,0.109,0.121,0.769
240,CNN,Bank of America Merrill Lynch doctored paperwork on 16 million orders to fool institutional clients into thinking s… https://t.co/EW6uyUvuDd,Sun Mar 25 11:30:11 +0000 2018,-0.4404,0.0,0.139,0.861
241,CNN,Republican Rep. Ryan Costello will drop his bid for reelection in Pennsylvania https://t.co/2tYW2a6mrd https://t.co/8XKF9V45dE,Sun Mar 25 11:00:04 +0000 2018,-0.2732,0.0,0.139,0.861
242,CNN,"Researchers finally solve mystery of ""alien"" skeleton https://t.co/Ymts1gegBE https://t.co/kBJpwYKGyC",Sun Mar 25 10:30:14 +0000 2018,0.2023,0.184,0.0,0.816
243,CNN,"In Sacramento and in Austin, black people just want this https://t.co/QY2mnt7vH1 | via @CNNOpinion https://t.co/NcbVhzuzYE",Sun Mar 25 10:00:03 +0000 2018,0.0772,0.091,0.0,0.909
244,CNN,"In a new memoir, Hillary Clinton's former campaign communications director says the email scandal was a like ""a box… https://t.co/2qEKrRaoiP",Sun Mar 25 09:30:09 +0000 2018,-0.1027,0.117,0.136,0.748
245,CNN,"This case shows why dog breeders need to be regulated, writes Randi Kaye for @CNNOpinion https://t.co/gqfOi4Kid4 https://t.co/VTIzke2a8c",Sun Mar 25 09:00:04 +0000 2018,0.0,0.0,0.0,1.0
246,CNN,China and the United States are on the brink of a trade war — and Apple chief Tim Cook is calling on the countries… https://t.co/emYdvRdY0y,Sun Mar 25 08:30:11 +0000 2018,-0.2732,0.101,0.141,0.758
247,CNN,I downloaded 14 years of my Facebook data and here's what happened https://t.co/CatT9piwSb https://t.co/iYlZLl8bkv,Sun Mar 25 08:00:12 +0000 2018,0.0,0.0,0.0,1.0
