,NewsOrg,Tweets,Time,Compound Score,Positive Score,Negative Score,Neutral Score
248,CNN,The lawyer President Trump wants to represent him has been dead for 32 years https://t.co/ZYSNTnMfcR https://t.co/zZ4nvZlPkT,Sun Mar 25 07:30:11 +0000 2018,-0.6486,0.0,0.223,0.777
249,CNN,Take a look at this week in politics https://t.co/kcprtfGNys https://t.co/l9sn1TwkeS,Sun Mar 25 07:00:21 +0000 2018,0.0,0.0,0.0,1.0
250,CNN,"""I need allies."" Fresh off a staggering loss for Republicans in Pennsylvania's deep-red 18th district, President Tr… https://t.co/Kx2Fm2p7mM",Sun Mar 25 06:30:09 +0000 2018,0.0,0.117,0.117,0.765
251,CNN,Tesla to slow shipments in Norway due to unsafe delivery trucks https://t.co/9JSC3KFih1 https://t.co/8ZXKLq1XNU,Sun Mar 25 06:00:14 +0000 2018,0.0,0.0,0.0,1.0
252,CNN,Australian beaches pose dangers to newcomers https://t.co/wv6ILLo3Lg https://t.co/esYlq0aT9m,Sun Mar 25 05:30:03 +0000 2018,-0.4939,0.0,0.314,0.686
253,CNN,Here's what you may have missed at the March for Our Lives rallies https://t.co/ja0geb22RQ https://t.co/aLQN2TqGJB,Sun Mar 25 05:00:10 +0000 2018,-0.296,0.0,0.136,0.864
254,CNN,"""I have a dream that enough is enough. And that this should be a gun-free world. Period."" - Martin Luther King Jr.'… https://t.co/QNGeEGkvMM",Sun Mar 25 04:30:20 +0000 2018,0.25,0.095,0.0,0.905
255,CNN,"Samantha Fuentes, who was wounded in the mass shooting at Marjory Stoneman Douglas High School, asks the crowd to j… https://t.co/dRFdWpk0QZ",Sun Mar 25 04:00:37 +0000 2018,0.0,0.0,0.0,1.0
256,CNN,These grandmothers in Texas have had enough of gun violence https://t.co/GrjeoktRf5 https://t.co/fZtTBJKT6V,Sun Mar 25 03:00:17 +0000 2018,-0.7579,0.0,0.394,0.606
257,CNN,"George Clooney, Paul McCartney and more celebrities join March for Our Lives https://t.co/WabPC0OUEk https://t.co/EemR2GmHLv",Sun Mar 25 02:30:14 +0000 2018,0.3566,0.16,0.0,0.84
258,CNN,"Gun violence can happen to anybody, says singer Jennifer Hudson https://t.co/OADln4miDu https://t.co/sD7QJN9rUR",Sun Mar 25 02:16:16 +0000 2018,-0.7579,0.0,0.394,0.606
259,CNN,"While others marched for their lives, these people marched for their guns https://t.co/GiGWjFDzG3 https://t.co/3TXIISsdi8",Sun Mar 25 02:00:06 +0000 2018,0.0,0.0,0.0,1.0
260,CNN,Some of the most powerful signs from the March for Our Lives https://t.co/DhbwVpMOlZ https://t.co/meFpCoHKht,Sun Mar 25 01:45:07 +0000 2018,0.4754,0.192,0.0,0.808
261,CNN,World Trade Center glows orange for the March for Our Lives rallies https://t.co/xO7kt2NboP https://t.co/MFbYZhnw73,Sun Mar 25 01:30:17 +0000 2018,0.0,0.0,0.0,1.0
262,CNN,"""Keep at it. You're leading us forward. Nothing can stand in the way of millions of voices calling for change."" For… https://t.co/Amnd5zbDYL",Sun Mar 25 01:15:03 +0000 2018,0.0,0.0,0.0,1.0
263,CNN,"11-year-old Naomi Wadler says she speaks at Washington DC rally to ""represent the African-American girls whose stor… https://t.co/WUwqmanlpW",Sun Mar 25 01:01:36 +0000 2018,0.0,0.0,0.0,1.0
264,CNN,"""One of my best friends was killed in gun violence right around here, so it's important to me,"" says Paul McCartney… https://t.co/CZfsYBXMNL",Sun Mar 25 00:45:34 +0000 2018,-0.3862,0.258,0.302,0.44
265,CNN,"""We cannot make America safe until we arm our teachers. ... with pencils, paper and the money they need. ... to sup… https://t.co/WLEW14rwG3",Sun Mar 25 00:30:37 +0000 2018,-0.3412,0.0,0.099,0.901
266,CNN,(📷: Atilgan Ozdil/Anadolu Agency/Getty Images),Sun Mar 25 00:23:59 +0000 2018,0.0,0.0,0.0,1.0
267,CNN,"""One of my best friends was killed in gun violence right around here, so it's important to me."" Former Beatle Paul… https://t.co/E03daVJ6L2",Sun Mar 25 00:15:06 +0000 2018,-0.3862,0.258,0.302,0.44
268,CNN,"Gun violence victim Jennifer Hudson on the Parkland student campaigners: ""I love so much that they're using their e… https://t.co/xDLiKm1KaY",Sun Mar 25 00:13:59 +0000 2018,-0.5267,0.146,0.299,0.556
269,CNN,"Gun violence victim Jennifer Hudson on the Parkland student campaigners: ""I love so much that they're using their e… https://t.co/hKkoALRNAL",Sat Mar 24 23:49:43 +0000 2018,-0.5267,0.146,0.299,0.556
270,CNN,"""It's not easy to keep seeing. What is it gonna be next week? Next month?"" an emotional Jennifer Hudson asks… https://t.co/YhNWMRaGfG",Sat Mar 24 23:47:41 +0000 2018,-0.2883,0.068,0.118,0.813
271,CNN,"""For people who are watching ... know that it can be anybody ... to me, the saddest thing is, no one ever reacts un… https://t.co/mHXLxhqo6l",Sat Mar 24 23:45:26 +0000 2018,-0.7351,0.0,0.212,0.788
272,CNN,"At the March for Our Lives rally in Washington, Parkland survivor Emma Gonzalez weeps quietly for the majority of h… https://t.co/vuywFdHAFE",Sat Mar 24 23:45:00 +0000 2018,0.0258,0.105,0.1,0.795
273,CNN,“I kind of felt the pain that they (Parkland survivors) feel because at the end of the day it's not about who gets… https://t.co/L2m8gSb9yS,Sat Mar 24 23:37:50 +0000 2018,-0.5106,0.0,0.125,0.875
274,CNN,"Reflecting on today’s March for Our Lives, Parkland survivor Samantha Fuentes tells Van Jones she was “terrified” b… https://t.co/e52P9eyCs9",Sat Mar 24 23:14:50 +0000 2018,0.3612,0.122,0.0,0.878
275,CNN,GOP donor launches gun reform group to coincide with March for Our Lives https://t.co/xI1wPhNmGn https://t.co/N6AXZPFU8r,Sat Mar 24 23:00:16 +0000 2018,-0.34,0.0,0.146,0.854
276,CNN,Why I march: People reveal what compelled them to join March for Our Lives https://t.co/KU2nQLcKIM https://t.co/L9UxYiqix2,Sat Mar 24 22:45:09 +0000 2018,0.34,0.207,0.0,0.793
277,CNN,"Martin Luther King Jr.'s granddaughter addresses March for Our Lives in Washington: ""I have a dream that enough is… https://t.co/jyXfB8onIg",Sat Mar 24 22:30:38 +0000 2018,0.25,0.1,0.0,0.9
278,CNN,Aerial footage shows the turnout at various March for Our Lives across the US today https://t.co/50KflY3S4X https://t.co/MVxCufnaIQ,Sat Mar 24 22:16:42 +0000 2018,0.0,0.0,0.0,1.0
279,CNN,"""When politicians send their thoughts and prayers with no action, we say 'no more,'"" says Parkland survivor David H… https://t.co/njlvsdWpd6",Sat Mar 24 22:01:07 +0000 2018,-0.2263,0.105,0.184,0.711
280,CNN,This Parkland shooting victim would have turned 18 today https://t.co/8Q3uetdopL https://t.co/arLlrW0Thl,Sat Mar 24 21:45:10 +0000 2018,-0.2732,0.0,0.174,0.826
281,CNN,"""One of my best friends was killed in gun violence right around here, so it's important to me,"" says Paul McCartney… https://t.co/JJd58rPbiJ",Sat Mar 24 21:30:14 +0000 2018,-0.3862,0.258,0.302,0.44
282,CNN,"This marcher is only 6. But as her sign says, so were the Sandy Hook victims. https://t.co/zKUpta5M60 https://t.co/yP4kxLeTjf",Sat Mar 24 21:15:05 +0000 2018,-0.3182,0.0,0.119,0.881
283,CNN,Those who couldn't attend the March for Our Lives — for health reasons or otherwise — found alternative ways to cal… https://t.co/3sdZyPtiFj,Sat Mar 24 21:02:06 +0000 2018,0.0,0.0,0.0,1.0
284,CNN,"""We cannot make America safe until we arm our teachers. ... with pencils, paper and the money they need. ... to sup… https://t.co/VtPhBU4IZ8",Sat Mar 24 20:55:29 +0000 2018,-0.3412,0.0,0.099,0.901
285,CNN,Demonstrators have gathered in Washington DC and across the US to demand stricter gun laws. Follow along for live u… https://t.co/SCzfyryyAZ,Sat Mar 24 20:36:11 +0000 2018,-0.4404,0.0,0.17,0.83
286,CNN,"When a gunman killed 26 at her school, Lauren Milgram, then just 6, hid in a bathroom. Now, the 12-year-old marched… https://t.co/3FKM9sWYq8",Sat Mar 24 20:29:01 +0000 2018,-0.7096,0.0,0.247,0.753
287,CNN,"""I feel like I'm closer to being an adult than I should be at my age. I should be hanging out with my girlfriends,… https://t.co/HfoSzBM89B",Sat Mar 24 20:22:07 +0000 2018,0.3612,0.102,0.0,0.898
288,CNN,Here's what the NRA had to say today about the March for Our Lives https://t.co/QLvGtGOar9 https://t.co/TMGtJd15hK,Sat Mar 24 20:14:03 +0000 2018,0.0,0.0,0.0,1.0
289,CNN,The Parkland kids keep checking their privilege https://t.co/uyUQ1yGJHo https://t.co/u6vVVHKwW1,Sat Mar 24 20:07:03 +0000 2018,0.3612,0.238,0.0,0.762
290,CNN,This Parkland survivor threw up on stage and then finished her speech at the March for Our Lives rally in Washingto… https://t.co/0n4W9blvUI,Sat Mar 24 20:04:13 +0000 2018,0.3612,0.106,0.0,0.894
291,CNN,Parkland school shooting survivor Emma Gonzalez stood on stage for 6 minutes and 20 seconds — the time it took the… https://t.co/53EVcEL3v7,Sat Mar 24 20:04:09 +0000 2018,0.3612,0.116,0.0,0.884
292,CNN,"Samantha Fuentes, who was wounded in the mass shooting at Marjory Stoneman Douglas High School, asks the crowd to j… https://t.co/0DfmSFip9b",Sat Mar 24 19:50:43 +0000 2018,0.0,0.0,0.0,1.0
293,CNN,These grandmothers in Texas have had enough of gun violence https://t.co/6u7JSeRtFn https://t.co/FiwF9BvIsS,Sat Mar 24 19:40:04 +0000 2018,-0.7579,0.0,0.394,0.606
294,CNN,This 6-year-old is marching in London today carrying a sign with the names of the victims of the 2012 Sandy Hook ma… https://t.co/JzyXgOHDkT,Sat Mar 24 19:33:03 +0000 2018,-0.3182,0.0,0.099,0.901
295,CNN,These politicians have weighed in on March for Our Lives rallies calling for stricter gun control… https://t.co/WDopvkFLH0,Sat Mar 24 19:26:03 +0000 2018,-0.34,0.0,0.13,0.87
296,CNN,"At the March for Our Lives rally in Washington, Florida school survivor Emma Gonzalez weeps quietly for the majorit… https://t.co/eYtm2kTleE",Sat Mar 24 19:19:00 +0000 2018,0.0258,0.109,0.105,0.786
297,CNN,"There's a large sign outside the capitol in Minnesota that says ""ENOUGH"" — one of the catchwords for those rallying… https://t.co/a0L6fBY1aM",Sat Mar 24 19:12:03 +0000 2018,0.0,0.0,0.0,1.0
298,CNN,"""I have a dream that enough is enough. And that this should be a gun-free world. Period."" - Martin Luther King Jr.'… https://t.co/ZCbCc1csZM",Sat Mar 24 19:05:19 +0000 2018,0.25,0.095,0.0,0.905
299,CNN,"""Stand for us or beware — the voters are coming."" Florida school shooting survivor Cameron Kasky gives an impassion… https://t.co/3LClliCYd1",Sat Mar 24 18:58:44 +0000 2018,0.3612,0.122,0.0,0.878
300,FoxNews,.@realDonaldTrump touts $1.3 trillion budget as win for military; vows more money for border wall https://t.co/CIwjkQj4jc,Sun Mar 25 21:59:56 +0000 2018,0.5719,0.201,0.058,0.741
301,FoxNews,"Yesterday, @davidhogg111: ""Let's put the USA over the @NRA."" #MarchForOurLives https://t.co/2Llc6rFMEf https://t.co/4dOweVpIOR",Sun Mar 25 21:55:00 +0000 2018,0.0,0.0,0.0,1.0
302,FoxNews,U.S. markets - this week. https://t.co/3917lCT0t4,Sun Mar 25 21:50:00 +0000 2018,0.0,0.0,0.0,1.0
303,FoxNews,".@Facebook CEO Mark Zuckerberg took out full-page ads in several newspapers to apologize for the ""breach of trust""… https://t.co/kcjROJPMbG",Sun Mar 25 21:46:34 +0000 2018,0.1027,0.072,0.0,0.928
304,FoxNews,"Lawyers diGenova, Toensing cannot work on Trump's Russia legal team https://t.co/YakXrPX5bT",Sun Mar 25 21:42:51 +0000 2018,0.128,0.13,0.0,0.87
305,FoxNews,"On @foxandfriends, @PeteHegseth strongly defended the Second Amendment. https://t.co/YRyHLDkaUa https://t.co/vWWZGsmtW3",Sun Mar 25 21:38:00 +0000 2018,0.2732,0.189,0.0,0.811
306,FoxNews,DNC vs. RNC fundraising - 2018 election cycle. https://t.co/nfGU5SXFRO,Sun Mar 25 21:36:53 +0000 2018,0.0,0.0,0.0,1.0
307,FoxNews,"At the #MarchforourLives rally in Washington, D.C. yesterday, Trevon ""Tre"" Bosley, 19, of Chicago, whose brother Te… https://t.co/hhHEqw6eBa",Sun Mar 25 21:34:47 +0000 2018,0.0,0.0,0.0,1.0
308,FoxNews,"Drone strike in Libya kills 2 'terrorists,' US Africa Command says https://t.co/ZymxMuJ1uX https://t.co/Ss2H2RsZ0T",Sun Mar 25 21:29:44 +0000 2018,-0.6124,0.0,0.333,0.667
309,FoxNews,".@susanferrechio: ""President Obama congratulated Putin in 2012 - there was blatant voter fraud, well-documented.""… https://t.co/Jz1Z79j5T7",Sun Mar 25 21:25:59 +0000 2018,-0.5859,0.0,0.226,0.774
310,FoxNews,".@AlanDersh: ""There seems to be nothing there at all. No evidence of collusion and collusion is not a crime."" https://t.co/2MxAE8Lewg",Sun Mar 25 21:25:00 +0000 2018,-0.296,0.0,0.109,0.891
311,FoxNews,"RT @EricShawnTV: The #TaylorForceAct is now law, after his parents, #WestPoint classmates, friends and supporters fought for justice for Ta…",Sun Mar 25 21:21:47 +0000 2018,0.7964,0.339,0.083,0.578
312,FoxNews,"Aliso Viejo Mayor Dave Harrington: ""[Mayor @LibbySchaaf] basically committed a felony by harboring those fugitives."" https://t.co/xxur0E3iWy",Sun Mar 25 21:20:00 +0000 2018,-0.34,0.113,0.188,0.699
313,FoxNews,Pro-Second Amendment student @KyleKashuv calls for debate with #MarchForOurLives organizer @cameron_kasky https://t.co/TqqJbQFBFU,Sun Mar 25 21:18:51 +0000 2018,0.0,0.0,0.0,1.0
314,FoxNews,"TONIGHT on @NextRevFNC, @SteveHiltonx talks to Arnold @Schwarzenegger - Tune in at 9p ET on Fox News Channel! https://t.co/j7oe1NDFh3",Sun Mar 25 21:15:17 +0000 2018,0.0,0.0,0.0,1.0
315,FoxNews,"Yesterday, Parkland survivor @Emma4Change called for change during the #MarchForOurLives rally.… https://t.co/x6f9R2TdDI",Sun Mar 25 21:15:00 +0000 2018,0.3612,0.185,0.0,0.815
316,FoxNews,"On ""America's News Headquarters"" yesterday, @CharlieKirk11 pointed out what he called ""one of the greatest ironies""… https://t.co/E12f3KBhzX",Sun Mar 25 21:08:00 +0000 2018,0.6369,0.208,0.0,0.792
317,FoxNews,"RT @FoxBusiness: .@POTUS: ""As a matter of national security, I have signed this omnibus budget bill. There are a lot of things I am unhappy…",Sun Mar 25 21:03:56 +0000 2018,0.3612,0.156,0.0,0.844
318,FoxNews,RT @FoxBusiness: Elon Musk’s $2.6B Tesla compensation approved by shareholders https://t.co/5yZJWksFeK,Sun Mar 25 21:03:52 +0000 2018,0.4215,0.219,0.0,0.781
319,FoxNews,"RT @FoxBusiness: Secretary Mattis: ""In 1790, in George Washington's first annual address to Congress he stated: To be prepared for war is o…",Sun Mar 25 21:03:49 +0000 2018,-0.4588,0.071,0.146,0.784
320,FoxNews,"RT @FoxNewsResearch: Adjusted for inflation, the nearly $1.3 trillion in discretionary spending for FY 2018 is the highest funding level si…",Sun Mar 25 21:02:25 +0000 2018,0.0,0.0,0.0,1.0
321,FoxNews,".@mercedesschlapp: “The Democrats have become the party of open borders, the party of protecting criminal aliens.” https://t.co/vGgnjspNT7",Sun Mar 25 20:57:00 +0000 2018,0.25,0.237,0.149,0.614
322,FoxNews,"TONIGHT: 'Legends &amp; Lies' Returns With a Riveting Look at The Civil War - Hosted by Brian @Kilmeade, it all begins… https://t.co/QCykJmgqgl",Sun Mar 25 20:49:00 +0000 2018,-0.7717,0.0,0.271,0.729
323,FoxNews,".@RepJohnFaso on rebuilding the military: ""We want to make sure we're telling the parents of these service members.… https://t.co/Mi4kA7Dr2B",Sun Mar 25 20:45:00 +0000 2018,0.3818,0.175,0.0,0.825
324,FoxNews,"In an interview, Parkland survivor @KyleKashuv asked why he was not asked to speak at the #MarchForOurLives - and c… https://t.co/17GVMMuVds",Sun Mar 25 20:36:32 +0000 2018,0.3612,0.116,0.0,0.884
325,FoxNews,Fast food employee spits in customer's food in viral video https://t.co/S3SrT98TRI,Sun Mar 25 20:33:21 +0000 2018,0.0,0.0,0.0,1.0
326,FoxNews,Students around the country rallied against gun violence Saturday during the #MarchForOurLives. @GillianHTurner has… https://t.co/R2jKejF3Xe,Sun Mar 25 20:25:23 +0000 2018,-0.7579,0.0,0.333,0.667
327,FoxNews,"On @FoxNewsSunday, @newtgingrich discussed the efficacy of gun control. https://t.co/V8CWvDFWWU",Sun Mar 25 20:21:00 +0000 2018,-0.34,0.0,0.211,0.789
328,FoxNews,Fox News Poll shows President @realDonaldTrump's approval up on job performance and taxes. https://t.co/KuSKFJP5m4 https://t.co/QvRlFWXbnp,Sun Mar 25 20:18:00 +0000 2018,0.4767,0.181,0.0,0.819
329,FoxNews,Poll: 62% say marches will not be effective in passing new gun laws. https://t.co/3ZoNQ8lsJW,Sun Mar 25 20:16:27 +0000 2018,-0.6065,0.0,0.292,0.708
330,FoxNews,".@POTUS signs $1.3 trillion budget deal, avoiding a government shutdown. @ellisonbarber has the story.… https://t.co/BC84DJ50H0",Sun Mar 25 20:14:22 +0000 2018,-0.34,0.0,0.156,0.844
331,FoxNews,.@CardinalDolan: @TheDemocrats abandoned Catholics. https://t.co/eJ5kXrVjNk https://t.co/fZSPB3vmt6,Sun Mar 25 20:12:21 +0000 2018,-0.4588,0.0,0.375,0.625
332,FoxNews,OPINION: Bucking the 'Blue Wave' -- Republicans would be smart to focus on Hispanic voters in 2018  https://t.co/Ph2xiLPRAl,Sun Mar 25 20:10:32 +0000 2018,0.4019,0.137,0.0,0.863
333,FoxNews,".@DarrellIssa: ""How do Republicans win? They win by not only embracing @POTUS but helping him go further."" https://t.co/G24L1tqyi8",Sun Mar 25 20:04:47 +0000 2018,0.765,0.336,0.0,0.664
334,FoxNews,New Tavis Smiley witnesses detail sexual misconduct https://t.co/Krf1IVY13E,Sun Mar 25 20:01:18 +0000 2018,0.4019,0.278,0.0,0.722
335,FoxNews,".@KimStrassel: ""Whenever you're talking about regulating an organization like [@Facebook}, you are in essence talki… https://t.co/YSM7THzQzZ",Sun Mar 25 19:50:55 +0000 2018,0.3612,0.143,0.0,0.857
336,FoxNews,".@JudgeJeanine Rips Ryan, McConnell: Your Omnibus Spending Package Is 'A Total Betrayal' of Trump
https://t.co/88ds6UHWN4",Sun Mar 25 19:49:32 +0000 2018,-0.5859,0.0,0.213,0.787
337,FoxNews,"Trump administration backs UK after ex-spy poisoning, considers 'options' against Russia https://t.co/N0NZ36bxip",Sun Mar 25 19:44:21 +0000 2018,-0.6124,0.0,0.333,0.667
338,FoxNews,.@SecondLady and @charlipence talk to Chris Wallace about #MarlonBundoBook. https://t.co/3UqdgZ8A7k,Sun Mar 25 19:38:00 +0000 2018,0.0,0.0,0.0,1.0
339,FoxNews,#PalmSunday procession marks start of Holy Week https://t.co/B3rUP0w0AV,Sun Mar 25 19:34:15 +0000 2018,0.0,0.0,0.0,1.0
340,FoxNews,"30 of the 71 living Medal of Honor recipients receive an honor guard in New York before flying to Washington, to ma… https://t.co/dylF19nH3c",Sun Mar 25 19:34:00 +0000 2018,0.8591,0.322,0.0,0.678
341,FoxNews,"'Maybe That's the Way to Run a Reality Show': Dem Sen Rips Trump, Says WH 'Chaos' Hurts America
https://t.co/ykPvj5gixy",Sun Mar 25 19:28:11 +0000 2018,-0.4767,0.0,0.154,0.846
342,FoxNews,"Jason Miller on Russia investigation: ""Right now the only one who's telling the story are President… https://t.co/SxejNkYzK4",Sun Mar 25 19:24:07 +0000 2018,0.0,0.0,0.0,1.0
343,FoxNews,"On @WattersWorld, @DiamondandSilk sounded off about the @JoeBiden-@realDonaldTrump feud. https://t.co/QXi7utrBKu https://t.co/7sV3oKK6jg",Sun Mar 25 19:19:00 +0000 2018,-0.34,0.0,0.194,0.806
344,FoxNews,State Rep. Susan Lynn: “’In God We Trust’ is a guiding principle for our nation.” https://t.co/Y1LSJgFwod https://t.co/Z1JA6oGQ1B,Sun Mar 25 19:18:00 +0000 2018,0.2732,0.123,0.0,0.877
345,FoxNews,".@newtgingrich on Pompeo, @AmbJohnBolton: ""They'll be going in the room saying [to @POTUS] how can we help get what… https://t.co/6vulhVudPs",Sun Mar 25 19:16:24 +0000 2018,0.4019,0.124,0.0,0.876
346,FoxNews,".@stevenmnuchin1 on spending bill: ""It was a difficult decision for the president, and I understand that, because t… https://t.co/GSPJZtfbFm",Sun Mar 25 19:11:30 +0000 2018,-0.3612,0.0,0.135,0.865
347,FoxNews,China's space station expected to hit Earth soon -- possibly in Europe https://t.co/ZdgOxvcFyU,Sun Mar 25 19:09:06 +0000 2018,0.0,0.0,0.0,1.0
348,FoxNews,"Apple's Tim Cook calls for regulation on data, says Facebook incident is 'dire' https://t.co/Aog20fdyhj (via @christocarbone)",Sun Mar 25 19:02:00 +0000 2018,0.0,0.0,0.0,1.0
349,FoxNews,".@SecondLady: ""The only thing better than one bunny book that benefits charity is two bunny books that benefit char… https://t.co/85O4vdgyCx",Sun Mar 25 19:00:25 +0000 2018,0.8834,0.414,0.0,0.586
350,FoxNews,"TONIGHT: 'Legends &amp; Lies' Returns With a Riveting Look at The Civil War - Hosted by Brian @Kilmeade, it all begins… https://t.co/9rpGvpUdpi",Sun Mar 25 19:00:01 +0000 2018,-0.7717,0.0,0.271,0.729
351,FoxNews,".@stevenmnuchin1 on China tariffs: ""In a negotiation, you have to be prepared to take action. And that's what Presi… https://t.co/SErLJp0A1D",Sun Mar 25 18:59:22 +0000 2018,0.2263,0.095,0.0,0.905
352,FoxNews,".@stevenmnuchin1: ""This is a president that absolutely believes in free trade, but wants free and fair trade, and h… https://t.co/uAn0hJEc7h",Sun Mar 25 18:56:11 +0000 2018,0.8772,0.386,0.0,0.614
353,FoxNews,".@DevinNunes: ""We also found no collusion between the Trump campaign but we did find links between the Clinton [cam… https://t.co/D2LyvqOsSW",Sun Mar 25 18:56:00 +0000 2018,-0.1531,0.0,0.078,0.922
354,FoxNews,"On ""Cavuto Live,"" @cvpayne gave his take on the U.S.'s approach to economic competition from China.… https://t.co/m0gr5hCtGB",Sun Mar 25 18:55:30 +0000 2018,0.0,0.0,0.0,1.0
355,FoxNews,".@newtgingrich: ""There are five cities in America that have most of the killings in America, five cities. All five… https://t.co/Q69jm2YyA2",Sun Mar 25 18:43:54 +0000 2018,-0.6969,0.0,0.2,0.8
356,FoxNews,"Drunk man steals beef jerky from 7-Eleven, breaks into New York home and urinates on porch, cops say https://t.co/rxJ1amJw8H",Sun Mar 25 18:40:12 +0000 2018,-0.6908,0.0,0.251,0.749
357,FoxNews,".@delaneytarr: ""We can never go back to school and feel the same that we once did. That’s just not a possibility an… https://t.co/cqO1H0wJF5",Sun Mar 25 18:39:04 +0000 2018,0.0,0.0,0.0,1.0
358,FoxNews,".@delaneytarr on Maryland school shooting: ""I'm glad that that sheriff had a gun, because he is a person who should… https://t.co/IhNEAXgNkJ",Sun Mar 25 18:33:41 +0000 2018,0.1531,0.134,0.107,0.759
359,FoxNews,".@cameron_kasky: ""We are not just marching to end school violence. We are marching to end violence all over the cou… https://t.co/qYUNffCkYl",Sun Mar 25 18:29:53 +0000 2018,-0.8481,0.0,0.301,0.699
360,FoxNews,".@cameron_kasky on school safety: ""There's no specific mental health problem that makes all these shootings happen,… https://t.co/6KHyUVsPKb",Sun Mar 25 18:27:12 +0000 2018,-0.2732,0.129,0.226,0.645
361,FoxNews,Fox News Poll: 45% approve of President @realDonaldTrump's job performance. https://t.co/xUdGnR4tgC https://t.co/yzbJdWMwsa,Sun Mar 25 18:27:00 +0000 2018,0.0,0.0,0.0,1.0
362,FoxNews,Florida's action on guns since the Parkland shooting. #FoxNewsSunday https://t.co/8Ax1ZJ3Ewf,Sun Mar 25 18:23:24 +0000 2018,0.0,0.0,0.0,1.0
363,FoxNews,National action taken on guns since the Parkland shooting. #FoxNewsSunday https://t.co/Pe8uHGSrf6,Sun Mar 25 18:22:42 +0000 2018,0.0,0.0,0.0,1.0
364,FoxNews,".@cameron_kasky on #MarchForOurLives: ""The fact that young people everywhere were taking initiative, standing up an… https://t.co/GITQcjOOyV",Sun Mar 25 18:22:05 +0000 2018,0.0,0.0,0.0,1.0
365,FoxNews,"Fox News Poll: Proposals to reduce gun violence - percent saying ""favor."" https://t.co/GBFEtQnnmL https://t.co/gCFO4BRMZZ",Sun Mar 25 18:11:16 +0000 2018,-0.7579,0.0,0.371,0.629
366,FoxNews,"Rapper @KillerMike, who endorsed @BernieSanders for president, ripped supporters of the school walkouts in favor of… https://t.co/XeLni8Eyn3",Sun Mar 25 18:01:27 +0000 2018,0.7096,0.341,0.076,0.583
367,FoxNews,"Roughly 100,000 Puerto Ricans still without power after hurricane hit 6 months ago; @BryanLlenas reports. https://t.co/ObWOE3JJcz",Sun Mar 25 17:59:54 +0000 2018,0.0,0.0,0.0,1.0
368,FoxNews,First direct flight from Australia to London touches down https://t.co/UeV4OWo6iR,Sun Mar 25 17:56:55 +0000 2018,0.0,0.0,0.0,1.0
369,FoxNews,"On @foxandfriends​, @GovMikeHuckabee​ called for focusing on facts rather than emotion in the gun control debate.… https://t.co/gsxyP4nEJE",Sun Mar 25 17:48:00 +0000 2018,-0.34,0.0,0.13,0.87
370,FoxNews,Man sucker punches 5-year-old in face on New York City subway: cops https://t.co/yzcyCvzbJR,Sun Mar 25 17:47:19 +0000 2018,-0.5267,0.0,0.221,0.779
371,FoxNews,Fox News Poll: 37% favor allowing teachers to carry guns. https://t.co/GBFEtQnnmL https://t.co/x0xksOQfCE,Sun Mar 25 17:39:44 +0000 2018,0.4019,0.197,0.0,0.803
372,FoxNews,China conducts air force drills again in disputed South China Sea https://t.co/ZzKmtRUE1E (via @christocarbone),Sun Mar 25 17:38:00 +0000 2018,-0.34,0.0,0.156,0.844
